nama_kategori,nama_produk,tgl_transaksi,nama_cabang,nilai_jual,jumlah_unit
Buah,Manggis 1 kg,2008-03-25 00:00:00,PHI Mini Market - Makassar 01,1770560,88
Buah,nenas 1 kg,2008-03-25 00:00:00,PHI Mini Market - Makassar 01,622960,104
Buah,nangka 1 kg,2008-03-25 00:00:00,PHI Mini Market - Makassar 01,331493760,10944
Buah,pepaya 1 buah,2008-03-25 00:00:00,PHI Mini Market - Makassar 01,505890,99
Buah,pisang 1 sisir,2008-03-25 00:00:00,PHI Mini Market - Makassar 01,450660,74
Buah,rambutan 1 kg,2008-03-25 00:00:00,PHI Mini Market - Makassar 01,505960,91
Buah,salak 1 kg,2008-03-25 00:00:00,PHI Mini Market - Makassar 01,767040,51
Buah,semangka 1 buah,2008-03-25 00:00:00,PHI Mini Market - Makassar 01,1171890,87
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,806560,71
Sayur-Sayuran,buncis 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,554400,88
Sayur-Sayuran,kacang panjang 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,411570,51
Sayur-Sayuran,kacang hijau 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,583200,81
Sayur-Sayuran,kentang 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,60204800,7360
Sayur-Sayuran,ketimun 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,257400,55
Sayur-Sayuran,kobis 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,128520,119
Sayur-Sayuran,tomat 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,532230,113
Sayur-Sayuran,ubi kayu basah 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,117660,106
Sayur-Sayuran,ubi jalar 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,133200,111
Sayur-Sayuran,wortel 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,303630,87
Makanan & Minuman,susu kotak (800 ml),2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,830280,68
Makanan & Minuman,telur ayam ras 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,1483520,128
Makanan & Minuman,telur ayam kampung 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,1546290,81
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,5631220,58
Makanan & Minuman,air mineral 600 ml,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,157480,127
Makanan & Minuman,jus kesehatan 600 ml,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,1442130,159
Makanan & Minuman,nasi goreng instant (1 ons),2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,860520,142
Makanan & Minuman,snack gurih 1 ons,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,738430,137
Makanan & Minuman,kacang goreng 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,712130,59
Makanan & Minuman,kacang mete 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,9086850,127
Makanan & Minuman,markisa 600 ml,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,1539000,108
Makanan & Minuman,bumbu fried chicken,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,1139240,76
Makanan & Minuman,susu kotak 1 l,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,818910,81
Makanan & Minuman,minuman probiotik,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,78300,87
Buah,jeruk 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,996300,82
Buah,apel 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,625827840,11264
Buah,alpukat 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,261010,43
Buah,belimbing 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,248880,61
Buah,durian 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,1899040,104
Buah,kelapa muda,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,413100,81
Buah,mangga 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,1559000,100
Buah,Manggis 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,2103040,106
Buah,nenas 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,502150,83
Buah,nangka 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,140958720,4608
Buah,pepaya 1 buah,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,529360,104
Buah,pisang 1 sisir,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,640500,105
Buah,rambutan 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,396180,71
Buah,salak 1 kg,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,1434500,95
Buah,semangka 1 buah,2008-03-25 00:00:00,PHI Mini Market - Jakarta Pusat 01,1175680,88
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,1723680,152
Sayur-Sayuran,buncis 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,662550,105
Sayur-Sayuran,kacang panjang 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,809000,100
Sayur-Sayuran,kacang hijau 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,734400,102
Sayur-Sayuran,kentang 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,66730880,8128
Sayur-Sayuran,ketimun 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,657460,142
Sayur-Sayuran,kobis 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,44280,41
Sayur-Sayuran,tomat 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,75840,16
Sayur-Sayuran,ubi kayu basah 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,126540,114
Sayur-Sayuran,ubi jalar 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,109800,90
Sayur-Sayuran,wortel 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,581000,166
Makanan & Minuman,susu kotak (800 ml),2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,683760,56
Makanan & Minuman,telur ayam ras 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,1215820,106
Makanan & Minuman,telur ayam kampung 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,1491360,78
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,7864290,81
Makanan & Minuman,air mineral 600 ml,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,119040,96
Makanan & Minuman,jus kesehatan 600 ml,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,798160,88
Makanan & Minuman,nasi goreng instant (1 ons),2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,824100,134
Makanan & Minuman,snack gurih 1 ons,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,467190,87
Makanan & Minuman,kacang goreng 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,1072800,90
Makanan & Minuman,kacang mete 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,5938650,83
Makanan & Minuman,markisa 600 ml,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,1667250,117
Makanan & Minuman,bumbu fried chicken,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,1149610,77
Makanan & Minuman,susu kotak 1 l,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,949050,95
Makanan & Minuman,minuman probiotik,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,154700,170
Buah,jeruk 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,1696800,140
Buah,apel 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,652288000,11648
Buah,alpukat 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,481600,80
Buah,belimbing 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,309320,76
Buah,durian 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,831220,46
Buah,kelapa muda,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,409050,81
Buah,mangga 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,1341300,85
Buah,Manggis 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,2580480,128
Buah,nenas 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,461230,77
Buah,nangka 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,353516800,11648
Buah,pepaya 1 buah,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,519180,102
Buah,pisang 1 sisir,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,601920,99
Buah,rambutan 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,356480,64
Buah,salak 1 kg,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,2114000,140
Buah,semangka 1 buah,2008-03-25 00:00:00,PHI Mini Market - Surabaya 01,1845920,139
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,1730430,153
Sayur-Sayuran,buncis 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,558900,90
Sayur-Sayuran,kacang panjang 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,556140,69
Sayur-Sayuran,kacang hijau 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,469950,65
Sayur-Sayuran,kentang 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,74087040,9024
Sayur-Sayuran,ketimun 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,380140,83
Sayur-Sayuran,kobis 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,87200,80
Sayur-Sayuran,tomat 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,575960,119
Sayur-Sayuran,ubi kayu basah 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,30520,28
Sayur-Sayuran,ubi jalar 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,96390,81
Sayur-Sayuran,wortel 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,270270,77
Makanan & Minuman,susu kotak (800 ml),2008-03-26 00:00:00,PHI Mini Market - Makassar 01,1654900,134
Makanan & Minuman,telur ayam ras 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,1547700,134
Makanan & Minuman,telur ayam kampung 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,3357690,177
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-03-26 00:00:00,PHI Mini Market - Makassar 01,7763330,79
Makanan & Minuman,air mineral 600 ml,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,143990,119
Makanan & Minuman,jus kesehatan 600 ml,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,514710,57
Makanan & Minuman,nasi goreng instant (1 ons),2008-03-26 00:00:00,PHI Mini Market - Makassar 01,518580,86
Makanan & Minuman,snack gurih 1 ons,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,242100,45
Makanan & Minuman,kacang goreng 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,1839060,153
Makanan & Minuman,kacang mete 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,4221450,59
Makanan & Minuman,markisa 600 ml,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,1247580,87
Makanan & Minuman,bumbu fried chicken,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,1656120,111
Makanan & Minuman,susu kotak 1 l,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,480480,48
Makanan & Minuman,minuman probiotik,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,177450,195
Buah,jeruk 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,1299560,106
Buah,apel 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,1459205120,26368
Buah,alpukat 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,649780,106
Buah,belimbing 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,405010,101
Buah,durian 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,2312970,129
Buah,kelapa muda,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,754500,150
Buah,mangga 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,1025700,65
Buah,Manggis 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,2434520,121
Buah,nenas 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,491670,81
Buah,nangka 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,204006400,6656
Buah,pepaya 1 buah,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,535500,105
Buah,pisang 1 sisir,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,738100,122
Buah,rambutan 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,567840,104
Buah,salak 1 kg,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,1540200,102
Buah,semangka 1 buah,2008-03-26 00:00:00,PHI Mini Market - Makassar 01,717120,54
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,822240,72
Sayur-Sayuran,buncis 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,558920,89
Sayur-Sayuran,kacang panjang 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,870480,108
Sayur-Sayuran,kacang hijau 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,1221870,169
Sayur-Sayuran,kentang 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,52746240,6528
Sayur-Sayuran,ketimun 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,515040,111
Sayur-Sayuran,kobis 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,43200,40
Sayur-Sayuran,tomat 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,549480,114
Sayur-Sayuran,ubi kayu basah 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,197290,181
Sayur-Sayuran,ubi jalar 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,87600,73
Sayur-Sayuran,wortel 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,415280,116
Makanan & Minuman,susu kotak (800 ml),2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,607600,49
Makanan & Minuman,telur ayam ras 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,1592560,136
Makanan & Minuman,telur ayam kampung 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,1308930,69
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,11641880,118
Makanan & Minuman,air mineral 600 ml,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,189600,158
Makanan & Minuman,jus kesehatan 600 ml,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,531590,59
Makanan & Minuman,nasi goreng instant (1 ons),2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,414120,68
Makanan & Minuman,snack gurih 1 ons,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,401250,75
Makanan & Minuman,kacang goreng 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,1765140,146
Makanan & Minuman,kacang mete 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,10525760,148
Makanan & Minuman,markisa 600 ml,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,857400,60
Makanan & Minuman,bumbu fried chicken,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,1376400,93
Makanan & Minuman,susu kotak 1 l,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,1866840,188
Makanan & Minuman,minuman probiotik,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,61640,67
Buah,jeruk 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,635440,52
Buah,apel 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,413294080,7424
Buah,alpukat 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,895230,147
Buah,belimbing 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,615060,153
Buah,durian 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,1089000,60
Buah,kelapa muda,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,595900,118
Buah,mangga 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,1009920,64
Buah,Manggis 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,1267560,63
Buah,nenas 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,799100,131
Buah,nangka 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,129626240,4288
Buah,pepaya 1 buah,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,309270,61
Buah,pisang 1 sisir,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,916500,150
Buah,rambutan 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,626750,115
Buah,salak 1 kg,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,2191680,144
Buah,semangka 1 buah,2008-03-26 00:00:00,PHI Mini Market - Jakarta Pusat 01,1605310,119
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,628100,55
Sayur-Sayuran,buncis 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,779960,124
Sayur-Sayuran,kacang panjang 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,609520,76
Sayur-Sayuran,kacang hijau 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,489900,69
Sayur-Sayuran,kentang 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,61020160,7552
Sayur-Sayuran,ketimun 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,712920,156
Sayur-Sayuran,kobis 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,110090,101
Sayur-Sayuran,tomat 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,395080,83
Sayur-Sayuran,ubi kayu basah 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,157300,143
Sayur-Sayuran,ubi jalar 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,99600,83
Sayur-Sayuran,wortel 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,281240,79
Makanan & Minuman,susu kotak (800 ml),2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,2111850,171
Makanan & Minuman,telur ayam ras 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,1247400,108
Makanan & Minuman,telur ayam kampung 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,1289960,68
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,20107150,203
Makanan & Minuman,air mineral 600 ml,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,129470,107
Makanan & Minuman,jus kesehatan 600 ml,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,695310,77
Makanan & Minuman,nasi goreng instant (1 ons),2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,504640,83
Makanan & Minuman,snack gurih 1 ons,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,596960,112
Makanan & Minuman,kacang goreng 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,1164000,97
Makanan & Minuman,kacang mete 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,2328480,33
Makanan & Minuman,markisa 600 ml,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,1620420,113
Makanan & Minuman,bumbu fried chicken,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,2316160,154
Makanan & Minuman,susu kotak 1 l,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,1611900,162
Makanan & Minuman,minuman probiotik,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,82810,91
Buah,jeruk 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,1391030,113
Buah,apel 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,521208320,9344
Buah,alpukat 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,569160,93
Buah,belimbing 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,408040,101
Buah,durian 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,1454400,80
Buah,kelapa muda,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,657800,130
Buah,mangga 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,2003200,128
Buah,Manggis 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,1093400,55
Buah,nenas 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,347700,57
Buah,nangka 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,228296960,7552
Buah,pepaya 1 buah,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,518090,103
Buah,pisang 1 sisir,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,1093690,179
Buah,rambutan 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,592960,109
Buah,salak 1 kg,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,966420,63
Buah,semangka 1 buah,2008-03-26 00:00:00,PHI Mini Market - Surabaya 01,1221760,92
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,1596960,144
Sayur-Sayuran,buncis 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,988980,159
Sayur-Sayuran,kacang panjang 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,581040,72
Sayur-Sayuran,kacang hijau 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,979550,137
Sayur-Sayuran,kentang 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,45788160,5632
Sayur-Sayuran,ketimun 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,185600,40
Sayur-Sayuran,kobis 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,170130,159
Sayur-Sayuran,tomat 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,487190,103
Sayur-Sayuran,ubi kayu basah 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,56610,51
Sayur-Sayuran,ubi jalar 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,16800,14
Sayur-Sayuran,wortel 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,214110,61
Makanan & Minuman,susu kotak (800 ml),2008-03-27 00:00:00,PHI Mini Market - Makassar 01,1125000,90
Makanan & Minuman,telur ayam ras 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,1313280,114
Makanan & Minuman,telur ayam kampung 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,1434750,75
Makanan & Minuman,mie instant 1 kotak (40 bungkus),2008-03-27 00:00:00,PHI Mini Market - Makassar 01,11367750,115
Makanan & Minuman,air mineral 600 ml,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,104920,86
Makanan & Minuman,jus kesehatan 600 ml,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,1514240,169
Makanan & Minuman,nasi goreng instant (1 ons),2008-03-27 00:00:00,PHI Mini Market - Makassar 01,775680,128
Makanan & Minuman,snack gurih 1 ons,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,723360,137
Makanan & Minuman,kacang goreng 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,1379730,113
Makanan & Minuman,kacang mete 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,5336880,74
Makanan & Minuman,markisa 600 ml,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,2051900,142
Makanan & Minuman,bumbu fried chicken,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,1715700,114
Makanan & Minuman,susu kotak 1 l,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,575120,56
Makanan & Minuman,minuman probiotik,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,68400,76
Buah,jeruk 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,1326530,109
Buah,apel 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,3284326400,58880
Buah,alpukat 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,556010,91
Buah,belimbing 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,417150,103
Buah,durian 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,642950,35
Buah,kelapa muda,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,339320,68
Buah,mangga 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,1887340,119
Buah,Manggis 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,2851360,142
Buah,nenas 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,717570,119
Buah,nangka 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,90233600,2944
Buah,pepaya 1 buah,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,292900,58
Buah,pisang 1 sisir,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,381150,63
Buah,rambutan 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,459480,84
Buah,salak 1 kg,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,1860500,122
Buah,semangka 1 buah,2008-03-27 00:00:00,PHI Mini Market - Makassar 01,1738440,132
Sayur-Sayuran,Bawang Merah / Onion 1kg,2008-03-27 00:00:00,PHI Mini Market - Jakarta Pusat 01,663750,59
Sayur-Sayuran,buncis 1 kg,2008-03-27 00:00:00,PHI Mini Market - Jakarta Pusat 01,723840,116
Sayur-Sayuran,kacang panjang 1 kg,2008-03-27 00:00:00,PHI Mini Market - Jakarta Pusat 01,1181880,147
Sayur-Sayuran,kacang hijau 1 kg,2008-03-27 00:00:00,PHI Mini Market - Jakarta Pusat 01,596770,83
Sayur-Sayuran,kentang 1 kg,2008-03-27 00:00:00,PHI Mini Market - Jakarta Pusat 01,26536320,3264
